metric,edges,predators,prey,obs_mean_absdiff,null_mean,null_sd,z,p_one_sided,median_recorded_prey_coverage
ctmax,5059,464,707,3.85910636660584,5.1451153150655955,0.038230301314251855,-33.63847273629373,0.0,0.117647058823529
