"dataset","consumer","degree","degree_all_taxa","self_links","metrics","n_metrics","consumer_taxon_status","consumer_taxon_evidence"
"GloBI consumers","Lutjanus apodus",145,219,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Lutjanus guttatus",19,50,0,"ctmax;ctmin",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Luxilus cornutus",129,234,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Maccullochella peelii",13,47,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Macropelopia nebulosa",15,25,1,"lt50",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Makaira nigricans",72,143,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Masticophis lateralis",24,32,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Megalops cyprinoides",4,34,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Melanotaenia splendida",1,54,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Menidia beryllina",100,255,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Menidia menidia",35,59,0,"lt50",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Menippe nodifrons",28,65,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Metacarcinus magister",18,50,1,"lt50",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Micropterus coosae",1,1,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Micropterus dolomieu",37,98,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Micropterus floridanus",2,2,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Micropterus punctulatus",1,6,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Micropterus salmoides",439,640,1,"ctmax;lt50;ctmin",3,"animal","verified thermal-source taxonomy"
"GloBI consumers","Microthrissa congica",1,16,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Monopterus albus",1,12,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Morone americana",128,206,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Morone chrysops",8,22,1,"ctmax;lt50",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Morone mississippiensis",7,27,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Morone saxatilis",194,301,1,"ctmax;lt50",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Mullus surmuletus",152,267,0,"ctmax;lt50",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Myoxocephalus quadricornis",14,30,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Mytilus edulis",38,67,1,"lt50",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Nandus nandus",1,4,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Neogobius melanostomus",1160,1308,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Neolamprologus meeli",1,1,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Neolamprologus pulcher",4,4,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Neolamprologus savoryi",1,7,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Notechis scutatus",14,20,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Notemigonus crysoleucas",58,162,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Notothenia coriiceps",164,248,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Notothenia rossii",29,70,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Noturus flavus",1,24,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Noturus stigmosus",1,7,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Nucella lapillus",29,39,0,"lt50",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Ocyurus chrysurus",230,316,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Odontaster validus",211,251,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Oedothorax apicatus",38,40,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Oncorhynchus clarkii",22,74,1,"ctmax;lt50",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Oncorhynchus gorbuscha",23,144,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Oncorhynchus keta",33,147,0,"ctmax;ltmax",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Oncorhynchus kisutch",75,176,1,"ctmax;lt50",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Oncorhynchus mykiss",769,1004,1,"ctmax;ctmin",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Oncorhynchus nerka",41,142,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Oncorhynchus tshawytscha",100,217,1,"ctmax;lt50",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Oreochromis andersonii",1,25,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Oreochromis esculentus",3,23,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Oreochromis mossambicus",26,248,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Oreochromis niloticus",27,170,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Osmerus dentex",5,22,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Osmerus eperlanus",23,87,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Osmerus mordax",42,114,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pachycara brachycephalum",43,47,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pachygrapsus marmoratus",64,109,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Padogobius bonelli",650,734,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pagellus bogaraveo",73,155,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pagrus auratus",12,68,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pagrus major",52,121,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pagurus bernhardus",49,71,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Palaemon elegans",53,114,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Palaemon longirostris",25,48,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Palaemon macrodactylus",3,7,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pangasius pangasius",2,10,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Parachondrostoma toxostoma",565,650,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Paragnetina media",2,9,0,"ctmax;lt50",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Paralabrax clathratus",41,85,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Paralichthys californicus",80,110,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Paralichthys lethostigma",25,103,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Paralichthys olivaceus",25,55,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Parasuta flagellum",8,11,0,"ctmax;ctmin",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Parophrys vetulus",5,53,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pegusa lascaris",12,50,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pelecus cultratus",4,23,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Perca flavescens",84,245,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Perca fluviatilis",830,1055,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Perccottus glenii",1,13,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Perissodus microlepis",21,45,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Petromyzon marinus",41,64,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Petrus rupestris",1,4,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Phoxinus phoxinus",857,1060,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Phyllorhynchus decurtatus",2,3,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pimephales notatus",5,47,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pimephales promelas",26,83,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pituophis catenifer",90,111,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Platichthys flesus",193,350,1,"ctmax;lt50;ltmax",3,"animal","verified thermal-source taxonomy"
"GloBI consumers","Plecodus straeleni",44,47,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pleuronectes platessa",313,547,1,"ctmax;lt50;ltmax",3,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pogonomyrmex rugosus",3,4,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pomacea canaliculata",14,15,0,"ltmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pomatoschistus microps",30,80,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pomatoschistus minutus",60,153,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pomoxis annularis",4,22,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pomoxis nigromaculatus",49,131,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Ponticola kessleri",656,757,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Potamopyrgus antipodarum",105,194,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Prenolepis imparis",49,74,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pristolepis fasciata",1,20,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Probarbus jullieni",2,8,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Prognathodes aculeatus",106,152,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Prosopium williamsoni",3,33,1,"ctmax;lt50",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pseudacris regilla",6,38,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pseudechis porphyriacus",30,41,1,"ctmin",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pseudonaja nuchalis",30,48,1,"ctmin",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pseudonaja textilis",51,71,1,"ctmax;ctmin",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pseudopleuronectes americanus",163,298,0,"ctmax;lt50",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pseudorasbora parva",566,683,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pterogymnus laniarius",7,28,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pterois volitans",22,72,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Ptychocheilus grandis",3,3,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Ptychocheilus oregonensis",16,50,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pygocentrus nattereri",8,29,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Pylodictis olivaris",19,83,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Regina alleni",8,16,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Rhinichthys atratulus",13,56,0,"ctmax;lt50",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Rhinocheilus lecontei",31,42,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Rhodeus amarus",1,14,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Rhyacophila dorsalis",228,280,1,"ctmax;ltmax",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Richardsonius balteatus",2,16,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Rutilus aula",565,649,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Rutilus pigus",565,652,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Rutilus rutilus",627,864,0,"ctmax;lt50",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Sabanejewia larvata",565,644,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Salariopsis fluviatilis",400,483,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Salmo labrax",650,731,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Salmo marmoratus",85,93,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Salmo salar",748,984,1,"ctmax;ctmin",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Salmo trutta",1368,1820,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Salvelinus alpinus",92,316,1,"ctmax;lt50",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Salvelinus fontinalis",759,962,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Salvelinus leucomaenis",5,35,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Salvelinus namaycush",692,812,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Sander canadensis",18,30,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Sander lucioperca",107,157,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Sander vitreus",44,69,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Sander volgensis",4,11,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Sarda australis",4,8,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Sarda chiliensis",17,30,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Sarda orientalis",4,13,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Sarda sarda",14,48,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Sardinops sagax",13,118,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Sarmarutilus rubilio",14,64,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Scardinius erythrophthalmus",1000,1146,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Schilbe intermedius",12,56,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Schilbe mystus",27,68,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Sciaenops ocellatus",97,260,1,"ctmax;ctmin",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Scomber australasicus",2,36,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Scomber scombrus",237,564,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Scomberomorus commerson",12,42,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Scomberomorus munroi",2,7,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Scomberomorus niphonius",13,26,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Scomberomorus queenslandicus",1,18,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Scomberomorus regalis",69,101,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Scomberomorus tritor",1,4,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Scorpaena porcus",35,121,0,"ctmax;lt50",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Semotilus atromaculatus",70,206,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Seriola lalandi",10,38,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Serranochromis angusticeps",1,6,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Serranus atricauda",20,32,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Sialis lutaria",304,379,1,"ctmax;ltmax",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Silurus asotus",5,10,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Silurus glanis",104,180,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Silurus meridionalis",1,2,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Solea solea",208,448,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Solenopsis invicta",36,55,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Sparus aurata",23,165,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Sperata seenghala",1,1,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Sphoeroides maculatus",140,175,0,"ctmax;lt50",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Sphoeroides spengleri",263,358,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Spondyliosoma cantharus",1,63,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Squalius cephalus",826,970,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Stenodus leucichthys",11,21,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Stenotomus chrysops",129,204,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Sterechinus neumayeri",115,145,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Steromphala cineraria",21,22,0,"lt50",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Strongylura marina",99,160,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Symphodus melops",76,152,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Syngnathus acus",18,79,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Synodontis multipunctatus",1,10,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Synodontis njassae",2,8,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Synodontis petricola",8,10,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Synodontis zambezensis",1,9,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Tautoga onitis",52,66,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Tautogolabrus adspersus",11,48,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Telestes muticellus",565,643,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Telestes souffia",565,650,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Terapon jarbua",5,72,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Tetrapturus angustirostris",2,7,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Thalassoma bifasciatum",128,194,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Thamnophis elegans",57,100,1,"ctmax;ctmin",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Thamnophis marcianus",21,31,0,"ctmin",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Thamnophis sirtalis",128,204,1,"ctmax;ctmin",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Thunnus alalunga",66,125,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Thunnus albacares",126,277,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Thunnus maccoyii",3,10,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Thunnus obesus",54,145,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Thunnus thynnus",89,198,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Thymallus arcticus",2,23,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Thymallus thymallus",473,668,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Tibellus maritimus",764,814,1,"ctmax;lt50",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Tinca tinca",625,769,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Tor tor",1,52,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Trachurus japonicus",3,18,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Trematomus bernacchii",125,252,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Trematomus hansoni",98,180,1,"ctmax;lt50",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Trematomus pennellii",170,228,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Trimeresurus gracilis",8,10,0,"ctmax;ctmin",2,"animal","verified thermal-source taxonomy"
"GloBI consumers","Trinectes maculatus",29,67,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Tylochromis polylepis",1,6,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Tylochromis pulcher",1,2,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Umbra limi",11,77,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Umbra pygmaea",4,34,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Varanus gouldii",51,55,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Wallago attu",2,10,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Xiphias gladius",117,223,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Xyrauchen texanus",1,14,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Xyrichtys novacula",13,71,0,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Zoarces viviparus",28,57,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"GloBI consumers","Zora spinimana",3286,3364,1,"ctmax",1,"animal","verified thermal-source taxonomy"
"TetraEU consumers","Acanthodactylus boskianus",17,17,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Acanthodactylus schreiberi",0,0,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Accipiter brevipes",48,48,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Accipiter gentilis",201,201,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Accipiter nisus",226,226,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Acrocephalus agricola",5,5,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Acrocephalus arundinaceus",35,35,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Actitis hypoleucos",23,23,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Aegolius funereus",147,147,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Aegypius monachus",32,32,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Alcedo atthis",23,23,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Alopex lagopus",188,188,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Anas acuta",102,102,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Anas clypeata",102,102,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Anas penelope",102,102,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Anas platyrhynchos",102,102,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Anas querquedula",54,54,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Anas strepera",102,102,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Anguis cephallonica",155,155,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Anguis fragilis",163,163,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Anthus campestris",1,1,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Aquila adalberti",102,102,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Aquila chrysaetos",313,313,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Aquila clanga",188,188,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Aquila fasciata",167,167,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Aquila heliaca",183,183,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Aquila nipalensis",283,283,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Aquila pomarina",486,486,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Ardea alba",236,236,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Ardea cinerea",221,221,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Ardea purpurea",221,221,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Ardeola ralloides",72,72,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Asio flammeus",187,187,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Asio otus",357,357,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Atelerix algirus",362,362,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Athene noctua",222,222,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Aythya ferina",102,102,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Aythya nyroca",102,102,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Botaurus stellaris",143,143,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Bubo bubo",445,445,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Bubo scandiacus",344,344,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Bubulcus ibis",403,403,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Bucephala clangula",54,54,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Burhinus oedicnemus",338,338,0,"",,"animal","TetraEU terrestrial-vertebrate scope"
"TetraEU consumers","Buteo buteo",412,412,1,"",,"animal","TetraEU terrestrial-vertebrate scope"
