"query_name","source_taxon_name","interaction_type","target_taxon_external_id","target_taxon_name","target_taxon_path","consumer","reported_consumer","resource_name","resource_species","species_level","self_link","resource_key_all"
"Chaenocephalus aceratus","Chaenocephalus aceratus","eats","EOL:356933","Lindbergichthys nudifrons","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Perciformes | Notothenioidei | Nototheniidae | Lindbergichthys | Lindbergichthys nudifrons","Chaenocephalus aceratus","Chaenocephalus aceratus","Lindbergichthys nudifrons","Lindbergichthys nudifrons",TRUE,FALSE,"lindbergichthys nudifrons"
"Chaenocephalus aceratus","Chaenocephalus aceratus","eats","COL:KVKLZ","Muraenolepis","Eukaryota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Actinopteri | Teleostei | Gadiformes | Muraenolepididae | Muraenolepis","Chaenocephalus aceratus","Chaenocephalus aceratus","Muraenolepis",,FALSE,FALSE,"muraenolepis"
"Chaenocephalus aceratus","Chaenocephalus aceratus","preysOn","COL:742YG","Muraenolepis microps","Eukaryota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Actinopteri | Teleostei | Gadiformes | Muraenolepididae | Muraenolepis | Muraenolepis microps","Chaenocephalus aceratus","Chaenocephalus aceratus","Muraenolepis microps","Muraenolepis microps",TRUE,FALSE,"muraenolepis microps"
"Chaenocephalus aceratus","Chaenocephalus aceratus","eats","COL:KVH45","Myctophidae","Eukaryota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Actinopteri | Teleostei | Myctophiformes | Myctophidae","Chaenocephalus aceratus","Chaenocephalus aceratus","Myctophidae",,FALSE,FALSE,"myctophidae"
"Chaenocephalus aceratus","Chaenocephalus aceratus","eats","NCBI:75399","Mysida","root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Mandibulata | Pancrustacea | Crustacea | Multicrustacea | Malacostraca | Eumalacostraca | Peracarida | Mysidacea | Mysida","Chaenocephalus aceratus","Chaenocephalus aceratus","Mysida",,FALSE,FALSE,"mysida"
"Chaenocephalus aceratus","Chaenocephalus aceratus","eats","no:match","mysids","","Chaenocephalus aceratus","Chaenocephalus aceratus","mysids",,FALSE,FALSE,"mysids"
"Chaenocephalus aceratus","Chaenocephalus aceratus","eats","NCBI:117565","Myxini","root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Cyclostomata | Myxini","Chaenocephalus aceratus","Chaenocephalus aceratus","Myxini",,FALSE,FALSE,"myxini"
"Chaenocephalus aceratus","Chaenocephalus aceratus","eats","FBC:SLB:SpecCode:141047","Notocrangon antarcticus","Malacostraca | Decapoda | Crangonidae | Notocrangon | Notocrangon antarcticus","Chaenocephalus aceratus","Chaenocephalus aceratus","Notocrangon antarcticus","Notocrangon antarcticus",TRUE,FALSE,"notocrangon antarcticus"
"Chaenocephalus aceratus","Chaenocephalus aceratus","eats","COL:47YZT","Notothenia rossii","Eukaryota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Actinopteri | Teleostei | Perciformes | Notothenioidei | Nototheniidae | Nototheniinae | Notothenia | Notothenia rossii","Chaenocephalus aceratus","Chaenocephalus aceratus","Notothenia rossii","Notothenia rossii",TRUE,FALSE,"notothenia rossii"
"Chaenocephalus aceratus","Chaenocephalus aceratus","eats","NCBI:8206","Nototheniidae","root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Actinopterygii | Actinopteri | Neopterygii | Teleostei | Osteoglossocephalai | Clupeocephala | Euteleosteomorpha | Neoteleostei | Eurypterygia | Ctenosquamata | Acanthomorphata | Euacanthomorphacea | Percomorphaceae | Eupercaria | Perciformes | Notothenioidei | Nototheniidae","Chaenocephalus aceratus","Chaenocephalus aceratus","Nototheniidae",,FALSE,FALSE,"nototheniidae"
"Chaenocephalus aceratus","Chaenocephalus aceratus","eats","EOL:356934","Nototheniops larseni","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Perciformes | Notothenioidei | Nototheniidae | Nototheniops | Nototheniops larseni","Chaenocephalus aceratus","Chaenocephalus aceratus","Nototheniops larseni","Nototheniops larseni",TRUE,FALSE,"nototheniops larseni"
"Chaenocephalus aceratus","Chaenocephalus aceratus","eats","EOL:2036","Ophiuroidea","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Echinodermata | Asterozoa | Ophiuroidea","Chaenocephalus aceratus","Chaenocephalus aceratus","Ophiuroidea",,FALSE,FALSE,"ophiuroidea"
"Chaenocephalus aceratus","Chaenocephalus aceratus","eats","COL:4CP9S","Parachaenichthys charcoti","Eukaryota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Actinopteri | Teleostei | Perciformes | Notothenioidei | Bathydraconidae | Bathydraconinae | Parachaenichthys | Parachaenichthys charcoti","Chaenocephalus aceratus","Chaenocephalus aceratus","Parachaenichthys charcoti","Parachaenichthys charcoti",TRUE,FALSE,"parachaenichthys charcoti"
"Chaenocephalus aceratus","Chaenocephalus aceratus","eats","WORMS:234722","Parachaenichthys georgianus","Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Actinopteri | Teleostei | Perciformes | Notothenioidei | Bathydraconidae | Bathydraconinae | Parachaenichthys | Parachaenichthys georgianus","Chaenocephalus aceratus","Chaenocephalus aceratus","Parachaenichthys georgianus","Parachaenichthys georgianus",TRUE,FALSE,"parachaenichthys georgianus"
"Chaenocephalus aceratus","Chaenocephalus aceratus","eats","no:match","plank. crust.","","Chaenocephalus aceratus","Chaenocephalus aceratus","plank. crust.",,FALSE,FALSE,"plank. crust."
"Chaenocephalus aceratus","Chaenocephalus aceratus","eats","EOL:84","Polychaeta","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Diptera | Brachycera | Cyclorrhapha | Schizophora | Calyptratae | Oestroidea | Tachinidae | Polychaeta","Chaenocephalus aceratus","Chaenocephalus aceratus","Polychaeta",,FALSE,FALSE,"polychaeta"
"Chaenocephalus aceratus","Chaenocephalus aceratus","eats","COL:63PKM","Protomyctophum","Eukaryota | Animalia | Protomyctophum","Chaenocephalus aceratus","Chaenocephalus aceratus","Protomyctophum",,FALSE,FALSE,"protomyctophum"
"Chaenocephalus aceratus","Chaenocephalus aceratus","eats","no:match","shrimp","","Chaenocephalus aceratus","Chaenocephalus aceratus","shrimp",,FALSE,FALSE,"shrimp"
"Chaenocephalus aceratus","Chaenocephalus aceratus","eats","no:match","Stones","","Chaenocephalus aceratus","Chaenocephalus aceratus","Stones",,FALSE,FALSE,"stones"
"Chaenocephalus aceratus","Chaenocephalus aceratus","eats","COL:56BFX","Themisto gaudichaudii","Eukaryota | Animalia | Arthropoda | Crustacea | Malacostraca | Amphipoda | Hyperiidea | Physocephalata | Physocephalatidira | Phronimoidea | Hyperiidae | Themisto | Themisto gaudichaudii","Chaenocephalus aceratus","Chaenocephalus aceratus","Themisto gaudichaudii","Themisto gaudichaudii",TRUE,FALSE,"themisto gaudichaudii"
"Chaenocephalus aceratus","Chaenocephalus aceratus","preysOn","FBC:FB:SpecCode:489","Thyrsites atun","Actinopterygii | Perciformes | Gempylidae | Thyrsites | Thyrsites atun","Chaenocephalus aceratus","Chaenocephalus aceratus","Thyrsites atun","Thyrsites atun",TRUE,FALSE,"thyrsites atun"
"Chaenocephalus aceratus","Chaenocephalus aceratus","eats","COL:87L2K","Thysanoessa","Eukaryota | Animalia | Arthropoda | Crustacea | Malacostraca | Euphausiacea | Euphausiidae | Thysanoessa","Chaenocephalus aceratus","Chaenocephalus aceratus","Thysanoessa",,FALSE,FALSE,"thysanoessa"
"Chaenocephalus aceratus","Chaenocephalus aceratus","preysOn","COL:5838J","Trematomus hansoni","Eukaryota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Actinopteri | Teleostei | Perciformes | Notothenioidei | Nototheniidae | Trematominae | Trematomus | Trematomus hansoni","Chaenocephalus aceratus","Chaenocephalus aceratus","Trematomus hansoni","Trematomus hansoni",TRUE,FALSE,"trematomus hansoni"
"Chaenocephalus aceratus","Chaenocephalus aceratus","eats","COL:7NF2Z","Tunicata","Eukaryota | Animalia | Chordata | Tunicata","Chaenocephalus aceratus","Chaenocephalus aceratus","Tunicata",,FALSE,FALSE,"tunicata"
"Chaenocephalus aceratus","Chaenocephalus aceratus","eats","NCBI:32644","unidentified","root | unclassified entries | unclassified sequences | unidentified","Chaenocephalus aceratus","Chaenocephalus aceratus","unidentified",,FALSE,FALSE,"unidentified"
"Channa marulius","Channa marulius","eats","no:match","finfish","","Channa marulius","Channa marulius","finfish",,FALSE,FALSE,"finfish"
"Channa marulius","Channa marulius","preysOn","EOL:216382","Labeo rohita","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cyprinoidei | Cyprinidae | Labeo | Labeo rohita","Channa marulius","Channa marulius","Labeo rohita","Labeo rohita",TRUE,FALSE,"labeo rohita"
"Channa marulius","Channa marulius","eats","NCBI:32644","unidentified","root | unclassified entries | unclassified sequences | unidentified","Channa marulius","Channa marulius","unidentified",,FALSE,FALSE,"unidentified"
"Channa micropeltes","Channa micropeltes","eats","no:match","benth. crust.","","Channa micropeltes","Channa micropeltes","benth. crust.",,FALSE,FALSE,"benth. crust."
"Channa micropeltes","Channa micropeltes","preysOn","NCBI:7711","Chordata","root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata","Channa micropeltes","Channa micropeltes","Chordata",,FALSE,FALSE,"chordata"
"Channa micropeltes","Channa micropeltes","eats","no:match","finfish","","Channa micropeltes","Channa micropeltes","finfish",,FALSE,FALSE,"finfish"
"Channa micropeltes","Channa micropeltes","eats","no:match","herps","","Channa micropeltes","Channa micropeltes","herps",,FALSE,FALSE,"herps"
"Channa micropeltes","Channa micropeltes","preysOn","NCBI:8128","Oreochromis niloticus","root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Actinopterygii | Actinopteri | Neopterygii | Teleostei | Osteoglossocephalai | Clupeocephala | Euteleosteomorpha | Neoteleostei | Eurypterygia | Ctenosquamata | Acanthomorphata | Euacanthomorphacea | Percomorphaceae | Ovalentaria | Cichlomorphae | Cichliformes | Cichlidae | African cichlids | Pseudocrenilabrinae | Oreochromini | Oreochromis | Oreochromis niloticus","Channa micropeltes","Channa micropeltes","Oreochromis niloticus","Oreochromis niloticus",TRUE,FALSE,"oreochromis niloticus"
"Channa micropeltes","Channa micropeltes","eats","NCBI:32644","unidentified","root | unclassified entries | unclassified sequences | unidentified","Channa micropeltes","Channa micropeltes","unidentified",,FALSE,FALSE,"unidentified"
"Channa micropeltes","Channa micropeltes","eats","no:match","worms","","Channa micropeltes","Channa micropeltes","worms",,FALSE,FALSE,"worms"
"Channa punctata","Channa punctata","preysOn","COL:FPC9","Aplocheilus panchax","Eukaryota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Actinopteri | Teleostei | Cyprinodontiformes | Aplocheilidae | Aplocheilinae | Aplocheilus | Aplocheilus panchax","Channa punctata","Channa punctata","Aplocheilus panchax","Aplocheilus panchax",TRUE,FALSE,"aplocheilus panchax"
"Channa punctata","Channa punctata","eats","EOL:42430800","Archaeplastida","Life | Cellular Organisms | Eukaryota | Archaeplastida","Channa punctata","Channa punctata","Archaeplastida",,FALSE,FALSE,"archaeplastida"
"Channa punctata","Channa punctata","eats","no:match","benth. crust.","","Channa punctata","Channa punctata","benth. crust.",,FALSE,FALSE,"benth. crust."
"Channa punctata","Channa punctata","eats","no:match","benth. crustaceans","","Channa punctata","Channa punctata","benth. crustaceans",,FALSE,FALSE,"benth. crustaceans"
"Channa punctata","Channa punctata","eats","no:match","bony fish","","Channa punctata","Channa punctata","bony fish",,FALSE,FALSE,"bony fish"
"Channa punctata","Channa punctata","eats","COL:8V57Q","Caridina","Eukaryota | Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Caridea | Atyoidea | Atyidae | Caridina","Channa punctata","Channa punctata","Caridina",,FALSE,FALSE,"caridina"
"Channa punctata","Channa punctata","preysOn","EOL:204174","Channa punctata","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Anabantiformes | Channoidei | Channidae | Channa | Channa punctata","Channa punctata","Channa punctata","Channa punctata","Channa punctata",TRUE,TRUE,"channa punctata"
"Channa punctata","Channa punctata","eats","COL:3BHWD","Esomus danrica","Eukaryota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Actinopteri | Teleostei | Cypriniformes | Cyprinidae | Danioninae | Esomus | Esomus danrica","Channa punctata","Channa punctata","Esomus danrica","Esomus danrica",TRUE,FALSE,"esomus danrica"
"Channa punctata","Channa punctata","eats","no:match","finfish","","Channa punctata","Channa punctata","finfish",,FALSE,FALSE,"finfish"
"Channa punctata","Channa punctata","eats","no:match","fish (early stages)","","Channa punctata","Channa punctata","fish (early stages)",,FALSE,FALSE,"fish (early stages)"
"Channa punctata","Channa punctata","eats","no:match","fish larvae","","Channa punctata","Channa punctata","fish larvae",,FALSE,FALSE,"fish larvae"
"Channa punctata","Channa punctata","preysOn","COL:3GDNT","Glossogobius giuris","Eukaryota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Actinopteri | Teleostei | Gobiiformes | Gobiidae | Gobiinae | Glossogobius | Glossogobius giuris","Channa punctata","Channa punctata","Glossogobius giuris","Glossogobius giuris",TRUE,FALSE,"glossogobius giuris"
"Channa punctata","Channa punctata","eats","no:match","herps","","Channa punctata","Channa punctata","herps",,FALSE,FALSE,"herps"
"Channa punctata","Channa punctata","eats","ITIS:99208","Insecta","Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Hexapoda | Insecta","Channa punctata","Channa punctata","Insecta",,FALSE,FALSE,"insecta"
"Channa punctata","Channa punctata","preysOn","WD:Q138594","Labeo fimbriatus","Deuterostomia | Chordata | Vertebrata | Gnathostomata | Eugnathostomata | Osteichthyes | Actinopterygii | Actinopteri | Neopterygii | Teleostei | Ostariophysi | Cypriniformes | Cyprinoidea | Cyprinidae | Labeo | Labeo fimbriatus","Channa punctata","Channa punctata","Labeo fimbriatus","Labeo fimbriatus",TRUE,FALSE,"labeo fimbriatus"
"Channa punctata","Channa punctata","eats","COL:59S9","Laccotrephes","Eukaryota | Animalia | Arthropoda | Hexapoda | Insecta | Hemiptera | Heteroptera | Nepomorpha | Nepoidea | Nepidae | Nepinae | Nepini | Laccotrephes","Channa punctata","Channa punctata","Laccotrephes",,FALSE,FALSE,"laccotrephes"
"Channa punctata","Channa punctata","eats","NCBI:293655","Macrobrachium lamarrei","root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Mandibulata | Pancrustacea | Crustacea | Multicrustacea | Malacostraca | Eumalacostraca | Eucarida | Decapoda | Pleocyemata | Caridea | Palaemonoidea | Palaemonidae | Macrobrachium | Macrobrachium lamarrei","Channa punctata","Channa punctata","Macrobrachium lamarrei","Macrobrachium lamarrei",TRUE,FALSE,"macrobrachium lamarrei"
"Channa punctata","Channa punctata","preysOn","COL:3YCJ4","Mastacembelus armatus","Eukaryota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Actinopteri | Teleostei | Synbranchiformes | Mastacembeloidei | Mastacembelidae | Mastacembelus | Mastacembelus armatus","Channa punctata","Channa punctata","Mastacembelus armatus","Mastacembelus armatus",TRUE,FALSE,"mastacembelus armatus"
"Channa punctata","Channa punctata","eats","NCBI:6447","Mollusca","root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia | Spiralia | Lophotrochozoa | Mollusca","Channa punctata","Channa punctata","Mollusca",,FALSE,FALSE,"mollusca"
"Channa punctata","Channa punctata","eats","no:match","mosquito","","Channa punctata","Channa punctata","mosquito",,FALSE,FALSE,"mosquito"
"Channa punctata","Channa punctata","preysOn","FBC:FB:SpecCode:5139","Mystus gulio","Actinopterygii | Siluriformes | Bagridae | Mystus | Mystus gulio","Channa punctata","Channa punctata","Mystus gulio","Mystus gulio",TRUE,FALSE,"mystus gulio"
"Channa punctata","Channa punctata","eats","COL:7PLFK","Nais","Eukaryota | Fungi | Ascomycota | Sordariomycetes | Microascales | Halosphaeriaceae | Nais","Channa punctata","Channa punctata","Nais",,FALSE,FALSE,"nais"
"Channa punctata","Channa punctata","preysOn","WD:Q3351536","Ompok pabda","Deuterostomia | Chordata | Vertebrata | Gnathostomata | Eugnathostomata | Osteichthyes | Actinopterygii | Actinopteri | Neopterygii | Teleostei | Ostariophysi | Siluriformes | Siluroidei | Siluridae | Ompok | Ompok pabda","Channa punctata","Channa punctata","Ompok pabda","Ompok pabda",TRUE,FALSE,"ompok pabda"
"Channa punctata","Channa punctata","eats","no:match","other plants","","Channa punctata","Channa punctata","other plants",,FALSE,FALSE,"other plants"
"Channa punctata","Channa punctata","preysOn","NCBI:210632","Parambassis ranga","root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Actinopterygii | Actinopteri | Neopterygii | Teleostei | Osteoglossocephalai | Clupeocephala | Euteleosteomorpha | Neoteleostei | Eurypterygia | Ctenosquamata | Acanthomorphata | Euacanthomorphacea | Percomorphaceae | Ovalentaria | Ovalentaria incertae sedis | Ambassidae | Parambassis | Parambassis ranga","Channa punctata","Channa punctata","Parambassis ranga","Parambassis ranga",TRUE,FALSE,"parambassis ranga"
"Channa punctata","Channa punctata","eats","COL:4FDDM","Pethia ticto","Eukaryota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Actinopteri | Teleostei | Cypriniformes | Cyprinidae | Barbinae | Pethia | Pethia ticto","Channa punctata","Channa punctata","Pethia ticto","Pethia ticto",TRUE,FALSE,"pethia ticto"
"Channa punctata","Channa punctata","eats","no:match","plank. crust.","","Channa punctata","Channa punctata","plank. crust.",,FALSE,FALSE,"plank. crust."
"Channa punctata","Channa punctata","preysOn","COL:4QJ9K","Puntius sophore","Eukaryota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Actinopteri | Teleostei | Cypriniformes | Cyprinidae | Barbinae | Puntius | Puntius sophore","Channa punctata","Channa punctata","Puntius sophore","Puntius sophore",TRUE,FALSE,"puntius sophore"
"Channa punctata","Channa punctata","eats","COL:772G","Ranatra","Eukaryota | Animalia | Arthropoda | Hexapoda | Insecta | Hemiptera | Heteroptera | Nepomorpha | Nepoidea | Nepidae | Ranatrinae | Ranatrini | Ranatra","Channa punctata","Channa punctata","Ranatra",,FALSE,FALSE,"ranatra"
"Channa punctata","Channa punctata","preysOn","WD:Q2631220","Rasbora daniconius","Deuterostomia | Chordata | Vertebrata | Gnathostomata | Eugnathostomata | Osteichthyes | Actinopterygii | Actinopteri | Neopterygii | Teleostei | Ostariophysi | Cypriniformes | Cyprinoidea | Cyprinidae | Rasbora | Rasbora daniconius","Channa punctata","Channa punctata","Rasbora daniconius","Rasbora daniconius",TRUE,FALSE,"rasbora daniconius"
"Channa punctata","Channa punctata","eats","COL:C3N2B","Tabanus","Eukaryota | Animalia | Arthropoda | Hexapoda | Insecta | Diptera | Tabanidae | Tabaninae | Tabanini | Tabanus","Channa punctata","Channa punctata","Tabanus",,FALSE,FALSE,"tabanus"
"Channa punctata","Channa punctata","preysOn","WD:Q1230573","Trichogaster chuna","Deuterostomia | Chordata | Vertebrata | Gnathostomata | Eugnathostomata | Osteichthyes | Actinopterygii | Actinopteri | Neopterygii | Teleostei | Acanthomorpha | Acanthopterygii | Percomorpha | Anabantiformes | Anabantoidei | Osphronemidae | Luciocephalinae | Trichogaster | Trichogaster chuna","Channa punctata","Channa punctata","Trichogaster chuna","Trichogaster chuna",TRUE,FALSE,"trichogaster chuna"
"Channa punctata","Channa punctata","eats","NCBI:32644","unidentified","root | unclassified entries | unclassified sequences | unidentified","Channa punctata","Channa punctata","unidentified",,FALSE,FALSE,"unidentified"
"Channa punctata","Channa punctata","eats","no:match","water beetles","","Channa punctata","Channa punctata","water beetles",,FALSE,FALSE,"water beetles"
"Channa punctata","Channa punctata","eats","no:match","worms","","Channa punctata","Channa punctata","worms",,FALSE,FALSE,"worms"
"Channa striata","Channa striata","eats","no:match","Amphibian","Amphibian","Channa striata","Channa striata","Amphibian",,FALSE,FALSE,"amphibian"
"Channa striata","Channa striata","eats","no:match","Annelids","","Channa striata","Channa striata","Annelids",,FALSE,FALSE,"annelids"
"Channa striata","Channa striata","eats","NCBI:8342","Anura","root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amphibia | Batrachia | Anura","Channa striata","Channa striata","Anura",,FALSE,FALSE,"anura"
"Channa striata","Channa striata","eats","EOL:165","Arachnida","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Chelicerata | Arachnida","Channa striata","Channa striata","Arachnida",,FALSE,FALSE,"arachnida"
"Channa striata","Channa striata","eats","NCBI:6656","Arthropoda","root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda","Channa striata","Channa striata","Arthropoda",,FALSE,FALSE,"arthropoda"
"Channa striata","Channa striata","eats","no:match","benth. crust.","","Channa striata","Channa striata","benth. crust.",,FALSE,FALSE,"benth. crust."
"Channa striata","Channa striata","eats","no:match","bony fish","","Channa striata","Channa striata","bony fish",,FALSE,FALSE,"bony fish"
"Channa striata","Channa striata","preysOn","COL:7S74F","Cherax quadricarinatus","Eukaryota | Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Astacidea | Parastacoidea | Parastacidae | Cherax | Cherax quadricarinatus","Channa striata","Channa striata","Cherax quadricarinatus","Cherax quadricarinatus",TRUE,FALSE,"cherax quadricarinatus"
"Channa striata","Channa striata","eats","COL:84X","Chironomidae","Eukaryota | Animalia | Arthropoda | Hexapoda | Insecta | Diptera | Chironomidae","Channa striata","Channa striata","Chironomidae",,FALSE,FALSE,"chironomidae"
"Channa striata","Channa striata","eats","no:match","Copepodae","","Channa striata","Channa striata","Copepodae",,FALSE,FALSE,"copepodae"
"Channa striata","Channa striata","eats","WORMS:1066","Crustacea","Biota | Animalia | Arthropoda | Crustacea","Channa striata","Channa striata","Crustacea",,FALSE,FALSE,"crustacea"
"Channa striata","Channa striata","preysOn","COL:33HRJ","Cyprinus carpio","Eukaryota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Actinopteri | Teleostei | Cypriniformes | Cyprinidae | Cyprininae | Cyprinus | Cyprinus carpio","Channa striata","Channa striata","Cyprinus carpio","Cyprinus carpio",TRUE,FALSE,"cyprinus carpio"
"Channa striata","Channa striata","eats","no:match","detritus","","Channa striata","Channa striata","detritus",,FALSE,FALSE,"detritus"
"Channa striata","Channa striata","eats","EOL:421","Diptera","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Diptera","Channa striata","Channa striata","Diptera",,FALSE,FALSE,"diptera"
"Channa striata","Channa striata","eats","no:match","Eggs","Eggs","Channa striata","Channa striata","Eggs",,FALSE,FALSE,"eggs"
"Channa striata","Channa striata","eats","no:match","finfish","","Channa striata","Channa striata","finfish",,FALSE,FALSE,"finfish"
"Channa striata","Channa striata","eats","no:match","fish (early stages)","","Channa striata","Channa striata","fish (early stages)",,FALSE,FALSE,"fish (early stages)"
"Channa striata","Channa striata","eats","no:match","fish scales","","Channa striata","Channa striata","fish scales",,FALSE,FALSE,"fish scales"
"Channa striata","Channa striata","eats","no:match","herps","","Channa striata","Channa striata","herps",,FALSE,FALSE,"herps"
"Channa striata","Channa striata","eats","ITIS:99208","Insecta","Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Hexapoda | Insecta","Channa striata","Channa striata","Insecta",,FALSE,FALSE,"insecta"
"Channa striata","Channa striata","preysOn","EOL:216382","Labeo rohita","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cyprinoidei | Cyprinidae | Labeo | Labeo rohita","Channa striata","Channa striata","Labeo rohita","Labeo rohita",TRUE,FALSE,"labeo rohita"
"Channa striata","Channa striata","eats","COL:BY5MF","Limosina (Limosina)","Eukaryota | Animalia | Arthropoda | Hexapoda | Insecta | Diptera | Sphaeroceridae | Limosininae | Limosina | Limosina (Limosina)","Channa striata","Channa striata","Limosina (Limosina)",,FALSE,FALSE,"limosina (limosina)"
"Channa striata","Channa striata","eats","no:match","Macrophytes","","Channa striata","Channa striata","Macrophytes",,FALSE,FALSE,"macrophytes"
"Channa striata","Channa striata","eats","no:match","midges","","Channa striata","Channa striata","midges",,FALSE,FALSE,"midges"
"Channa striata","Channa striata","preysOn","WD:Q3504407","Mistichthys luzonensis","Deuterostomia | Chordata | Vertebrata | Gnathostomata | Eugnathostomata | Osteichthyes | Actinopterygii | Actinopteri | Neopterygii | Teleostei | Acanthomorpha | Acanthopterygii | Gobiiformes | Gobioidei | Gobiidae | Mistichthys | Mistichthys luzonensis","Channa striata","Channa striata","Mistichthys luzonensis","Mistichthys luzonensis",TRUE,FALSE,"mistichthys luzonensis"
"Channa striata","Channa striata","eats","NCBI:6447","Mollusca","root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia | Spiralia | Lophotrochozoa | Mollusca","Channa striata","Channa striata","Mollusca",,FALSE,FALSE,"mollusca"
"Channa striata","Channa striata","eats","no:match","Mollusk","","Channa striata","Channa striata","Mollusk",,FALSE,FALSE,"mollusk"
