"query_name","source_taxon_name","interaction_type","target_taxon_external_id","target_taxon_name","target_taxon_path","consumer","reported_consumer","resource_name","resource_species","species_level","self_link","resource_key_all"
"Abudefduf saxatilis","Abudefduf saxatilis","preysOn","COL:7NMGG","Abyla","Eukaryota | Animalia | Cnidaria | Hydrozoa | Hydroidolina | Siphonophorae | Calycophorae | Abylidae | Abylinae | Abyla","Abudefduf saxatilis","Abudefduf saxatilis","Abyla",,FALSE,FALSE,"abyla"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","WD:Q2731593","Abylopsis eschscholtzi","Biota | Eukaryota | Amorphea | Obazoa | Opisthokonta | Holozoa | Filozoa | Apoikozoa | Animalia | Eumetazoa | Radiata | Cnidaria | Medusozoa | Hydrozoa | Hydroidolina | Siphonophorae | Abylidae | Abylopsis | Abylopsis eschscholtzi","Abudefduf saxatilis","Abudefduf saxatilis","Abylopsis eschscholtzi","Abylopsis eschscholtzi",TRUE,FALSE,"abylopsis eschscholtzi"
"Abudefduf saxatilis","Abudefduf saxatilis","preysOn","WD:Q56064734","Abylopsis eschscholtzii","Biota | Eukaryota | Amorphea | Obazoa | Opisthokonta | Holozoa | Filozoa | Apoikozoa | Animalia | Eumetazoa | Radiata | Cnidaria | Medusozoa | Hydrozoa | Hydroidolina | Siphonophorae | Abylidae | Abylopsis | Abylopsis eschscholtzii","Abudefduf saxatilis","Abudefduf saxatilis","Abylopsis eschscholtzii","Abylopsis eschscholtzii",TRUE,FALSE,"abylopsis eschscholtzii"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","NCBI:316209","Abylopsis tetragona","root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Cnidaria | Hydrozoa | Hydroidolina | Siphonophorae | Calycophorae | Abylidae | Abylopsis | Abylopsis tetragona","Abudefduf saxatilis","Abudefduf saxatilis","Abylopsis tetragona","Abylopsis tetragona",TRUE,FALSE,"abylopsis tetragona"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","NCBI:385024","Acanthophora spicifera","root | cellular organisms | Eukaryota | Rhodophyta | Florideophyceae | Rhodymeniophycidae | Ceramiales | Rhodomelaceae | Chondrieae | Acanthophora | Acanthophora spicifera","Abudefduf saxatilis","Abudefduf saxatilis","Acanthophora spicifera","Acanthophora spicifera",TRUE,FALSE,"acanthophora spicifera"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","NCBI:2108329","Acartia lilljeborgii","root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Mandibulata | Pancrustacea | Crustacea | Multicrustacea | Hexanauplia | Copepoda | Neocopepoda | Gymnoplea | Calanoida | Acartiidae | Acartia | Acartia lilljeborgii","Abudefduf saxatilis","Abudefduf saxatilis","Acartia lilljeborgii","Acartia lilljeborgii",TRUE,FALSE,"acartia lilljeborgii"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","EOL:1020936","Acartia spinata","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Multicrustacea | Copepoda | Neocopepoda | Gymnoplea | Calanoida | Acartiidae | Acartia | Acartia subgen. Acanthacartia | Acartia spinata","Abudefduf saxatilis","Abudefduf saxatilis","Acartia spinata","Acartia spinata",TRUE,FALSE,"acartia spinata"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","EOL:1020212","Acartia tonsa","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Multicrustacea | Copepoda | Neocopepoda | Gymnoplea | Calanoida | Acartiidae | Acartia | Acartia subgen. Acanthacartia | Acartia tonsa","Abudefduf saxatilis","Abudefduf saxatilis","Acartia tonsa","Acartia tonsa",TRUE,FALSE,"acartia tonsa"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","NCBI:31357","Acrochaetium","root | cellular organisms | Eukaryota | Rhodophyta | Florideophyceae | Nemaliophycidae | Acrochaetiales | Acrochaetiaceae | Acrochaetium","Abudefduf saxatilis","Abudefduf saxatilis","Acrochaetium",,FALSE,FALSE,"acrochaetium"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","EOL:1747","Actiniaria","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Cnidaria | Anthozoa | Hexacorallia | Actiniaria","Abudefduf saxatilis","Abudefduf saxatilis","Actiniaria",,FALSE,FALSE,"actiniaria"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","EOL:1905","Actinopterygii","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii","Abudefduf saxatilis","Abudefduf saxatilis","Actinopterygii",,FALSE,FALSE,"actinopterygii"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","FBC:SLB:SpecCode:141856","Aegires ortizi","Gastropoda | Nudibranchia | Notodorididae | Aegires | Aegires ortizi","Abudefduf saxatilis","Abudefduf saxatilis","Aegires ortizi","Aegires ortizi",TRUE,FALSE,"aegires ortizi"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","COL:8V323","Agathistoma lividomaculatum","Eukaryota | Animalia | Mollusca | Gastropoda | Vetigastropoda | Trochida | Trochoidea | Tegulidae | Agathistoma | Agathistoma lividomaculatum","Abudefduf saxatilis","Abudefduf saxatilis","Agathistoma lividomaculatum","Agathistoma lividomaculatum",TRUE,FALSE,"agathistoma lividomaculatum"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","PBDB:167464","Algae","Life | Eukaryota | Plantae | Algae","Abudefduf saxatilis","Abudefduf saxatilis","Algae",,FALSE,FALSE,"algae"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","NCBI:48952","Amphiroa sp.","root | cellular organisms | Eukaryota | Rhodophyta | Florideophyceae | Corallinophycidae | Corallinales | Lithophyllaceae | Amphiroa | unclassified Amphiroa | Amphiroa sp.","Abudefduf saxatilis","Abudefduf saxatilis","Amphiroa sp.",,FALSE,FALSE,"amphiroa sp."
"Abudefduf saxatilis","Abudefduf saxatilis","preysOn","no:match","Amphitoidae","","Abudefduf saxatilis","Abudefduf saxatilis","Amphitoidae",,FALSE,FALSE,"amphitoidae"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","no:match","Animal remains","","Abudefduf saxatilis","Abudefduf saxatilis","Animal remains",,FALSE,FALSE,"animal remains"
"Abudefduf saxatilis","Abudefduf saxatilis","preysOn","COL:NN","Annelida","Eukaryota | Animalia | Annelida","Abudefduf saxatilis","Abudefduf saxatilis","Annelida",,FALSE,FALSE,"annelida"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","COL:7S","Anthozoa","Eukaryota | Animalia | Cnidaria | Anthozoa","Abudefduf saxatilis","Abudefduf saxatilis","Anthozoa",,FALSE,FALSE,"anthozoa"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","COL:FQ54","Aplysia parvula","Eukaryota | Animalia | Mollusca | Gastropoda | Heterobranchia | Euthyneura | Tectipleura | Aplysiida | Aplysioidea | Aplysiidae | Aplysia | Aplysia parvula","Abudefduf saxatilis","Abudefduf saxatilis","Aplysia parvula","Aplysia parvula",TRUE,FALSE,"aplysia parvula"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","COL:622C5","Appendicularia","Eukaryota | Animalia | Chordata | Tunicata | Appendicularia","Abudefduf saxatilis","Abudefduf saxatilis","Appendicularia",,FALSE,FALSE,"appendicularia"
"Abudefduf saxatilis","Abudefduf saxatilis","preysOn","EOL:165","Arachnida","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Chelicerata | Arachnida","Abudefduf saxatilis","Abudefduf saxatilis","Arachnida",,FALSE,FALSE,"arachnida"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","COL:B8V3P","Ascidiacea","Eukaryota | Animalia | Chordata | Tunicata | Ascidiacea","Abudefduf saxatilis","Abudefduf saxatilis","Ascidiacea",,FALSE,FALSE,"ascidiacea"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","no:match","Asterocystis ramosa","","Abudefduf saxatilis","Abudefduf saxatilis","Asterocystis ramosa",,FALSE,FALSE,"asterocystis ramosa"
"Abudefduf saxatilis","Abudefduf saxatilis","preysOn","COL:LWVBK","Asterocytis ramosa","Eukaryota | Plantae | Rhodophyta | Rhodellophytina | Stylonematophyceae | Stylonematales | Stylonemataceae | Chroodactylon | Asterocytis ramosa","Abudefduf saxatilis","Abudefduf saxatilis","Asterocytis ramosa","Asterocytis ramosa",TRUE,FALSE,"asterocytis ramosa"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","WD:Q13402053","Atagema browni","Spiralia | Lophotrochozoa | Mollusca | Gastropoda | Heterobranchia | Opisthobranchia | Nudibranchia | Archidorididae | Atagema | Atagema browni","Abudefduf saxatilis","Abudefduf saxatilis","Atagema browni","Atagema browni",TRUE,FALSE,"atagema browni"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","no:match","benth. crust.","","Abudefduf saxatilis","Abudefduf saxatilis","benth. crust.",,FALSE,FALSE,"benth. crust."
"Abudefduf saxatilis","Abudefduf saxatilis","eats","no:match","Benthic algae","","Abudefduf saxatilis","Abudefduf saxatilis","Benthic algae",,FALSE,FALSE,"benthic algae"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","no:match","Benthic autotroph","","Abudefduf saxatilis","Abudefduf saxatilis","Benthic autotroph",,FALSE,FALSE,"benthic autotroph"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","EOL:19664950","Benthic autotrophs","","Abudefduf saxatilis","Abudefduf saxatilis","Benthic autotrophs",,FALSE,FALSE,"benthic autotrophs"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","COL:68K3X","Bergia cutressi","Eukaryota | Animalia | Cnidaria | Anthozoa | Hexacorallia | Zoantharia | Macrocnemina | Parazoanthidae | Bergia | Bergia cutressi","Abudefduf saxatilis","Abudefduf saxatilis","Bergia cutressi","Bergia cutressi",TRUE,FALSE,"bergia cutressi"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","COL:LKVG","Bergia puertoricense","Eukaryota | Animalia | Cnidaria | Anthozoa | Hexacorallia | Zoantharia | Macrocnemina | Parazoanthidae | Bergia | Bergia puertoricense","Abudefduf saxatilis","Abudefduf saxatilis","Bergia puertoricense","Bergia puertoricense",TRUE,FALSE,"bergia puertoricense"
"Abudefduf saxatilis","Abudefduf saxatilis","preysOn","EOL:2215","Bivalvia","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Bivalvia","Abudefduf saxatilis","Abudefduf saxatilis","Bivalvia",,FALSE,FALSE,"bivalvia"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","COL:KV326","Bodianus parrae","Eukaryota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Actinopteri | Teleostei | Perciformes | Labridae | Hypsigenyinae | Clepticini | Bodianus | Bodianus parrae","Abudefduf saxatilis","Abudefduf saxatilis","Bodianus parrae","Bodianus parrae",TRUE,FALSE,"bodianus parrae"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","FBC:SLB:SpecCode:25215","Brachyscelus crusculum","Malacostraca | Amphipoda | Lycaeidae | Brachyscelus | Brachyscelus crusculum","Abudefduf saxatilis","Abudefduf saxatilis","Brachyscelus crusculum","Brachyscelus crusculum",TRUE,FALSE,"brachyscelus crusculum"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","NCBI:381411","Bryopsis pennata","root | cellular organisms | Eukaryota | Viridiplantae | Chlorophyta | Ulvophyceae | TCBD clade | Bryopsidales | Bryopsidineae | Bryopsidaceae | Bryopsis | Bryopsis pennata","Abudefduf saxatilis","Abudefduf saxatilis","Bryopsis pennata","Bryopsis pennata",TRUE,FALSE,"bryopsis pennata"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","NCBI:3130","Bryopsis plumosa","root | cellular organisms | Eukaryota | Viridiplantae | Chlorophyta | Ulvophyceae | TCBD clade | Bryopsidales | Bryopsidineae | Bryopsidaceae | Bryopsis | Bryopsis plumosa","Abudefduf saxatilis","Abudefduf saxatilis","Bryopsis plumosa","Bryopsis plumosa",TRUE,FALSE,"bryopsis plumosa"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","WORMS:419417","Calliostoma javanicum","Biota | Animalia | Mollusca | Gastropoda | Vetigastropoda | Trochida | Trochoidea | Calliostomatidae | Calliostomatinae | Calliostoma | Calliostoma javanicum","Abudefduf saxatilis","Abudefduf saxatilis","Calliostoma javanicum","Calliostoma javanicum",TRUE,FALSE,"calliostoma javanicum"
"Abudefduf saxatilis","Abudefduf saxatilis","preysOn","COL:7NRSH","Candacia","Eukaryota | Animalia | Arthropoda | Crustacea | Copepoda | Neocopepoda | Gymnoplea | Candaciidae | Candacia","Abudefduf saxatilis","Abudefduf saxatilis","Candacia",,FALSE,FALSE,"candacia"
"Abudefduf saxatilis","Abudefduf saxatilis","preysOn","WD:Q80117","Caridea","Ecdysozoa | Arthropoda | Crustacea | Multicrustacea | Malacostraca | Eumalacostraca | Eucarida | Decapoda | Pleocyemata | Caridea","Abudefduf saxatilis","Abudefduf saxatilis","Caridea",,FALSE,FALSE,"caridea"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","NCBI:76314","Caulerpa prolifera","root | cellular organisms | Eukaryota | Viridiplantae | Chlorophyta | Ulvophyceae | TCBD clade | Bryopsidales | Halimedineae | Caulerpaceae | Caulerpa | Caulerpa prolifera","Abudefduf saxatilis","Abudefduf saxatilis","Caulerpa prolifera","Caulerpa prolifera",TRUE,FALSE,"caulerpa prolifera"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","NCBI:76317","Caulerpa racemosa","root | cellular organisms | Eukaryota | Viridiplantae | Chlorophyta | Ulvophyceae | TCBD clade | Bryopsidales | Halimedineae | Caulerpaceae | Caulerpa | Caulerpa racemosa","Abudefduf saxatilis","Abudefduf saxatilis","Caulerpa racemosa","Caulerpa racemosa",TRUE,FALSE,"caulerpa racemosa"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","EOL:966644","Caulerpa scalpelliformis","Life | Cellular Organisms | Eukaryota | Archaeplastida | Chloroplastida | Chlorophyta | Ulvophyceae | TCBD clade | Bryopsidales | Caulerpaceae | Caulerpa | Caulerpa scalpelliformis","Abudefduf saxatilis","Abudefduf saxatilis","Caulerpa scalpelliformis","Caulerpa scalpelliformis",TRUE,FALSE,"caulerpa scalpelliformis"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","NCBI:159502","Centroceras","root | cellular organisms | Eukaryota | Rhodophyta | Florideophyceae | Rhodymeniophycidae | Ceramiales | Ceramiaceae | Centroceras","Abudefduf saxatilis","Abudefduf saxatilis","Centroceras",,FALSE,FALSE,"centroceras"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","COL:5XHLQ","Centropages furcatus","Eukaryota | Animalia | Arthropoda | Crustacea | Copepoda | Neocopepoda | Gymnoplea | Centropagidae | Centropages | Centropages furcatus","Abudefduf saxatilis","Abudefduf saxatilis","Centropages furcatus","Centropages furcatus",TRUE,FALSE,"centropages furcatus"
"Abudefduf saxatilis","Abudefduf saxatilis","preysOn","ITIS:159694","Cephalaspidomorphi","Animalia | Bilateria | Deuterostomia | Chordata | Vertebrata | Agnatha | Cephalaspidomorphi","Abudefduf saxatilis","Abudefduf saxatilis","Cephalaspidomorphi",,FALSE,FALSE,"cephalaspidomorphi"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","COL:MPKSR","Ceramium nitens","Eukaryota | Plantae | Rhodophyta | Eurhodophytina | Florideophyceae | Ceramiales | Ceramiaceae | Ceramium | Ceramium nitens","Abudefduf saxatilis","Abudefduf saxatilis","Ceramium nitens","Ceramium nitens",TRUE,FALSE,"ceramium nitens"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","COL:V5GPL","Cirripedia","Eukaryota | Animalia | Arthropoda | Crustacea | Thecostraca | Cirripedia","Abudefduf saxatilis","Abudefduf saxatilis","Cirripedia",,FALSE,FALSE,"cirripedia"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","COL:62LGP","Cladophora","Eukaryota | Plantae | Chlorophyta | Chlorophytina | Ulvophyceae | Cladophorales | Cladophoraceae | Cladophora","Abudefduf saxatilis","Abudefduf saxatilis","Cladophora",,FALSE,FALSE,"cladophora"
"Abudefduf saxatilis","Abudefduf saxatilis","preysOn","NCBI:356474","Clio","root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia | Spiralia | Lophotrochozoa | Mollusca | Gastropoda | Heterobranchia | Euthyneura | Tectipleura | Pteropoda | Thecosomata | Euthecosomata | Cavolinioidea | Cliidae | Clio","Abudefduf saxatilis","Abudefduf saxatilis","Clio",,FALSE,FALSE,"clio"
"Abudefduf saxatilis","Abudefduf saxatilis","preysOn","EOL:1745","Cnidaria","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Cnidaria","Abudefduf saxatilis","Abudefduf saxatilis","Cnidaria",,FALSE,FALSE,"cnidaria"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","EOL:893052","Codium decorticatum","Life | Cellular Organisms | Eukaryota | Archaeplastida | Chloroplastida | Chlorophyta | Ulvophyceae | TCBD clade | Bryopsidales | Codiaceae | Codium | Codium decorticatum","Abudefduf saxatilis","Abudefduf saxatilis","Codium decorticatum","Codium decorticatum",TRUE,FALSE,"codium decorticatum"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","no:match","Collisella pustulata","","Abudefduf saxatilis","Abudefduf saxatilis","Collisella pustulata",,FALSE,FALSE,"collisella pustulata"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","COL:B8V3R","Copepoda","Eukaryota | Animalia | Arthropoda | Crustacea | Copepoda","Abudefduf saxatilis","Abudefduf saxatilis","Copepoda",,FALSE,FALSE,"copepoda"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","NCBI:2500834","Corallina sp.","root | cellular organisms | Eukaryota | Rhodophyta | Florideophyceae | Corallinophycidae | Corallinales | Corallinaceae | Corallinoideae | Corallina | unclassified Corallina | Corallina sp.","Abudefduf saxatilis","Abudefduf saxatilis","Corallina sp.",,FALSE,FALSE,"corallina sp."
"Abudefduf saxatilis","Abudefduf saxatilis","preysOn","WD:Q10260482","Corallina vancouveriensis","Biota | Eukaryota | Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Corallinophycidae | Corallinales | Corallinaceae | Corallinoideae | Corallineae | Corallina | Corallina vancouveriensis","Abudefduf saxatilis","Abudefduf saxatilis","Corallina vancouveriensis","Corallina vancouveriensis",TRUE,FALSE,"corallina vancouveriensis"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","WD:Q3168089","Coralliophila aberrans","Spiralia | Lophotrochozoa | Mollusca | Gastropoda | Orthogastropoda | Caenogastropoda | Neogastropoda | Coralliophilidae | Coralliophila | Coralliophila aberrans","Abudefduf saxatilis","Abudefduf saxatilis","Coralliophila aberrans","Coralliophila aberrans",TRUE,FALSE,"coralliophila aberrans"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","FBC:SLB:SpecCode:5209","Coralliophila caribaea","Gastropoda | Neogastropoda | Coralliophilidae | Coralliophila | Coralliophila caribaea","Abudefduf saxatilis","Abudefduf saxatilis","Coralliophila caribaea","Coralliophila caribaea",TRUE,FALSE,"coralliophila caribaea"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","no:match","Corycaeus amazonicu","","Abudefduf saxatilis","Abudefduf saxatilis","Corycaeus amazonicu",,FALSE,FALSE,"corycaeus amazonicu"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","WD:Q4288475","Corycaeus subulatus","Ecdysozoa | Arthropoda | Crustacea | Maxillopoda | Copepoda | Poecilostomatoida | Corycaeidae | Corycaeus | Corycaeus subulatus","Abudefduf saxatilis","Abudefduf saxatilis","Corycaeus subulatus","Corycaeus subulatus",TRUE,FALSE,"corycaeus subulatus"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","GBIF:2293883","Creseis acicula","Animalia | Mollusca | Gastropoda | Pteropoda | Creseidae | Creseis | Creseis acicula","Abudefduf saxatilis","Abudefduf saxatilis","Creseis acicula","Creseis acicula",TRUE,FALSE,"creseis acicula"
"Abudefduf saxatilis","Abudefduf saxatilis","preysOn","WORMS:1066","Crustacea","Biota | Animalia | Arthropoda | Crustacea","Abudefduf saxatilis","Abudefduf saxatilis","Crustacea",,FALSE,FALSE,"crustacea"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","WD:Q49420241","Cryptonemia crenulata","Biota | Eukaryota | Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Rhodymeniophycidae | Halymeniales | Halymeniaceae | Cryptonemia | Cryptonemia crenulata","Abudefduf saxatilis","Abudefduf saxatilis","Cryptonemia crenulata","Cryptonemia crenulata",TRUE,FALSE,"cryptonemia crenulata"
"Abudefduf saxatilis","Abudefduf saxatilis","preysOn","NCBI:1117","Cyanobacteria","root | cellular organisms | Bacteria | Terrabacteria group | Cyanobacteria/Melainabacteria group | Cyanobacteria","Abudefduf saxatilis","Abudefduf saxatilis","Cyanobacteria",,FALSE,FALSE,"cyanobacteria"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","FBC:SLB:SpecCode:4838","Cypraea zebra","Gastropoda | Neotaenioglossa | Cypraeidae | Cypraea | Cypraea zebra","Abudefduf saxatilis","Abudefduf saxatilis","Cypraea zebra","Cypraea zebra",TRUE,FALSE,"cypraea zebra"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","COL:33N","Decapoda","Eukaryota | Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda","Abudefduf saxatilis","Abudefduf saxatilis","Decapoda",,FALSE,FALSE,"decapoda"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","WD:Q5038725","Dendrodoris krebsii","Spiralia | Lophotrochozoa | Mollusca | Gastropoda | Heterobranchia | Opisthobranchia | Nudibranchia | Dendrodorididae | Dendrodoris | Dendrodoris krebsii","Abudefduf saxatilis","Abudefduf saxatilis","Dendrodoris krebsii","Dendrodoris krebsii",TRUE,FALSE,"dendrodoris krebsii"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","no:match","detritus","","Abudefduf saxatilis","Abudefduf saxatilis","detritus",,FALSE,FALSE,"detritus"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","COL:N7STY","Dictyopteris delicatula","Eukaryota | Chromista | Harosa | Heterokonta | Ochrophyta | Phaeophyceae | Dictyotales | Dictyotaceae | Dictyopteris | Dictyopteris delicatula","Abudefduf saxatilis","Abudefduf saxatilis","Dictyopteris delicatula","Dictyopteris delicatula",TRUE,FALSE,"dictyopteris delicatula"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","COL:N7Z8H","Dictyota cervicornis","Eukaryota | Chromista | Harosa | Heterokonta | Ochrophyta | Phaeophyceae | Dictyotales | Dictyotaceae | Dictyota | Dictyota cervicornis","Abudefduf saxatilis","Abudefduf saxatilis","Dictyota cervicornis","Dictyota cervicornis",TRUE,FALSE,"dictyota cervicornis"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","WD:Q49633544","Dictyota divaricata","Biota | Eukaryota | Chromista | Harosa | Halvaria | Heterokonta | Ochrophyta | Phaeista | Limnista | Fucistia | Phaeophyceae | Dictyotophycidae | Dictyotales | Dictyotaceae | Dictyota | Dictyota divaricata","Abudefduf saxatilis","Abudefduf saxatilis","Dictyota divaricata","Dictyota divaricata",TRUE,FALSE,"dictyota divaricata"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","WD:Q29890084","Dictyota mertensii","Biota | Eukaryota | Chromista | Harosa | Halvaria | Heterokonta | Ochrophyta | Phaeista | Limnista | Fucistia | Phaeophyceae | Dictyotophycidae | Dictyotales | Dictyotaceae | Dictyota | Dictyota mertensii","Abudefduf saxatilis","Abudefduf saxatilis","Dictyota mertensii","Dictyota mertensii",TRUE,FALSE,"dictyota mertensii"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","WD:Q3137574","Diodora dysoni","Fissurellidae | Diodora | Diodora dysoni","Abudefduf saxatilis","Abudefduf saxatilis","Diodora dysoni","Diodora dysoni",TRUE,FALSE,"diodora dysoni"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","WD:Q2830483","Diphyes bojani","Biota | Eukaryota | Amorphea | Obazoa | Opisthokonta | Holozoa | Filozoa | Apoikozoa | Animalia | Eumetazoa | Radiata | Cnidaria | Medusozoa | Hydrozoa | Hydroidolina | Siphonophorae | Diphyidae | Diphyes | Diphyes bojani","Abudefduf saxatilis","Abudefduf saxatilis","Diphyes bojani","Diphyes bojani",TRUE,FALSE,"diphyes bojani"
"Abudefduf saxatilis","Abudefduf saxatilis","preysOn","GBIF:6519057","Discodoris branneri","Animalia | Mollusca | Gastropoda | Nudibranchia | Discodorididae | Discodoris | Discodoris branneri","Abudefduf saxatilis","Abudefduf saxatilis","Discodoris branneri","Discodoris branneri",TRUE,FALSE,"discodoris branneri"
"Abudefduf saxatilis","Abudefduf saxatilis","preysOn","COL:36Z7D","Ditrichocorycaeus amazonicus","Eukaryota | Animalia | Arthropoda | Crustacea | Copepoda | Neocopepoda | Podoplea | Corycaeidae | Ditrichocorycaeus | Ditrichocorycaeus amazonicus","Abudefduf saxatilis","Abudefduf saxatilis","Ditrichocorycaeus amazonicus","Ditrichocorycaeus amazonicus",TRUE,FALSE,"ditrichocorycaeus amazonicus"
"Abudefduf saxatilis","Abudefduf saxatilis","preysOn","COL:B8V3V","Echinoidea","Eukaryota | Animalia | Echinodermata | Echinozoa | Echinoidea","Abudefduf saxatilis","Abudefduf saxatilis","Echinoidea",,FALSE,FALSE,"echinoidea"
"Abudefduf saxatilis","Abudefduf saxatilis","preysOn","NCBI:231223","Elysia crispata","root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia | Spiralia | Lophotrochozoa | Mollusca | Gastropoda | Heterobranchia | Euthyneura | Panpulmonata | Sacoglossa | Placobranchoidea | Plakobranchidae | Elysia | Elysia crispata","Abudefduf saxatilis","Abudefduf saxatilis","Elysia crispata","Elysia crispata",TRUE,FALSE,"elysia crispata"
"Abudefduf saxatilis","Abudefduf saxatilis","eats","ITIS:6515","Enteromorpha","Plantae | Viridiplantae | Chlorophyta | Chlorophyta | Chlorophytina | Ulvophyceae | Ulvales | Ulvaceae | Enteromorpha","Abudefduf saxatilis","Abudefduf saxatilis","Enteromorpha",,FALSE,FALSE,"enteromorpha"
"Abudefduf saxatilis","Abudefduf saxatilis","preysOn","WORMS:458655","Eoacmaea pustulata","Biota | Animalia | Mollusca | Gastropoda | Patellogastropoda | Lottioidea | Eoacmaeidae | Eoacmaea | Eoacmaea pustulata","Abudefduf saxatilis","Abudefduf saxatilis","Eoacmaea pustulata","Eoacmaea pustulata",TRUE,FALSE,"eoacmaea pustulata"
"Abudefduf saxatilis","Abudefduf saxatilis","preysOn","FBC:SLB:SpecCode:106031","Erosaria spurca","Gastropoda | Neotaenioglossa | Cypraeidae | Erosaria | Erosaria spurca","Abudefduf saxatilis","Abudefduf saxatilis","Erosaria spurca","Erosaria spurca",TRUE,FALSE,"erosaria spurca"
