metric,edges,predators,prey,obs_mean_absdiff,null_mean,null_sd,z,p_one_sided,median_recorded_prey_coverage
ctmin,147,31,70,2.893143235071806,3.5960709417701953,0.17704702144138387,-3.9702882374167046,0.0,0.0625
