Family;Species;Realm affinity;CTmax;SD CTmax
Fundulidae;Lucania parva;Freshwater;38,38;0,16
Gadidae;Gadus morhua;Marine;25,39;0,15
Gadidae;Microgadus tomcod;Freshwater;30,00;0,19
Galaxiidae;Galaxias anomalus;Freshwater;28,14;1,30
Galaxiidae;Galaxias argenteus;Freshwater;30,56;0,16
Galaxiidae;Galaxias brevipinnis;Freshwater;29,51;0,15
Galaxiidae;Galaxias cobitinis;Freshwater;28,76;1,41
Galaxiidae;Galaxias depressiceps;Freshwater;27,95;1,31
Galaxiidae;Galaxias divergens;Freshwater;29,62;1,22
Galaxiidae;Galaxias eldoni;Freshwater;28,35;1,30
Galaxiidae;Galaxias fasciatus;Freshwater;31,02;0,17
Galaxiidae;Galaxias gollumoides;Freshwater;28,18;1,28
Galaxiidae;Galaxias maculatus;Freshwater;31,85;0,16
Galaxiidae;Galaxias neocaledonicus;Freshwater;35,82;1,44
Galaxiidae;Galaxias paucispondylus;Freshwater;28,75;1,37
Galaxiidae;Galaxias postvectis;Freshwater;31,31;0,16
Galaxiidae;Galaxias prognathus;Freshwater;28,11;0,96
Galaxiidae;Galaxias pullus;Freshwater;28,16;1,30
Galaxiidae;Galaxias vulgaris;Freshwater;27,92;1,31
Galaxiidae;Galaxias zebratus;Freshwater;33,95;2,30
Galaxiidae;Neochanna apoda;Freshwater;31,35;2,25
Galaxiidae;Neochanna burrowsius;Freshwater;29,76;2,31
Galaxiidae;Neochanna diversus;Freshwater;32,53;2,32
Galaxiidae;Neochanna heleios;Freshwater;32,62;1,77
Gasterosteidae;Apeltes quadracus;Freshwater;32,18;0,15
Gasterosteidae;Culaea inconstans;Freshwater;31,35;0,15
Gasterosteidae;Gasterosteus aculeatus;Freshwater;31,28;0,15
Gasterosteidae;Pungitius pungitius;Freshwater;28,36;1,33
Gerreidae;Eucinostomus argenteus;Marine;40,37;0,15
Gerreidae;Gerres filamentosus;Freshwater;37,76;2,20
Gerreidae;Gerres oyena;Marine;37,97;0,16
Gobiidae;Acanthogobius flavimanus;Freshwater;35,59;1,97
Gobiidae;Amblygobius phalaena;Marine;40,61;0,16
Gobiidae;Awaous commersoni;Freshwater;34,16;0,21
Gobiidae;Awaous guamensis;Freshwater;39,85;1,91
Gobiidae;Babka gymnotrachelus;Freshwater;35,29;1,94
Gobiidae;Bathygobius fuscus;Freshwater;41,14;0,16
Gobiidae;Bathygobius soporator;Marine;40,26;0,15
Gobiidae;Benthophilus granulosus;Freshwater;36,31;1,94
Gobiidae;Benthophilus magistri;Freshwater;34,88;1,94
Gobiidae;Benthophilus mahmudbejovi;Freshwater;36,18;1,94
Gobiidae;Benthophilus stellatus;Freshwater;35,05;1,94
Gobiidae;Brachygobius doriae;Freshwater;40,76;2,19
Gobiidae;Brachygobius kabiliensis;Freshwater;40,43;2,19
Gobiidae;Brachygobius xanthomelas;Freshwater;39,80;2,13
Gobiidae;Caspiosoma caspium;Freshwater;36,08;1,80
Gobiidae;Ctenogobius sagittula;Marine;41,02;0,15
Gobiidae;Economidichthys pygmaeus;Freshwater;35,83;1,61
Gobiidae;Eucyclogobius newberryi;Freshwater;35,68;2,06
Gobiidae;Exyrias puntang;Freshwater;39,22;1,95
Gobiidae;Gillichthys mirabilis;Marine;38,72;0,15
Gobiidae;Glossogobius celebius;Freshwater;39,37;2,03
Gobiidae;Glossogobius olivaceus;Freshwater;38,00;1,82
Gobiidae;Gnatholepis anjerensis;Marine;39,38;0,16
Gobiidae;Gobius cobitis;Freshwater;33,49;0,15
Gobiidae;Gobius paganellus;Marine;33,14;0,17
Gobiidae;Knipowitschia caucasica;Freshwater;36,07;1,61
Gobiidae;Knipowitschia milleri;Freshwater;35,70;1,63
Gobiidae;Knipowitschia panizzae;Freshwater;34,63;1,63
Gobiidae;Knipowitschia punctatissima;Freshwater;32,02;1,62
Gobiidae;Mesogobius batrachocephalus;Freshwater;34,11;1,80
Gobiidae;Mugilogobius abei;Freshwater;38,49;2,18
Gobiidae;Mugilogobius cavifrons;Freshwater;39,36;2,14
Gobiidae;Mugilogobius chulae;Freshwater;40,08;2,18
Gobiidae;Neogobius fluviatilis;Freshwater;34,32;1,54
Gobiidae;Neogobius melanostomus;Freshwater;35,41;0,16
Gobiidae;Neogobius pallasi;Freshwater;36,08;1,54
Gobiidae;Oligolepis acutipennis;Freshwater;39,47;2,11
Gobiidae;Padogobius bonelli;Freshwater;31,74;1,76
Gobiidae;Padogobius nigricans;Freshwater;34,62;1,60
Gobiidae;Periophthalmus argentilineatus;Marine;39,83;0,15
Gobiidae;Periophthalmus barbarus;Freshwater;40,11;1,39
Gobiidae;Pomatoschistus canestrinii;Freshwater;33,96;1,61
Gobiidae;Pomatoschistus microps;Freshwater;31,72;1,61
Gobiidae;Pomatoschistus minutus;Marine;31,31;0,16
Gobiidae;Ponticola cyrius;Freshwater;34,20;2,17
Gobiidae;Ponticola eurycephalus;Freshwater;34,41;2,32
Gobiidae;Ponticola gorlap;Freshwater;35,83;2,47
Gobiidae;Ponticola kessleri;Freshwater;34,03;2,47
Gobiidae;Ponticola syrman;Freshwater;35,59;1,82
Gobiidae;Pseudogobiopsis oligactis;Freshwater;39,80;2,14
Gobiidae;Redigobius bikolanus;Freshwater;39,83;2,14
Gobiidae;Rhinogobius giurinus;Freshwater;37,83;2,04
Gobiidae;Sicydium crenilabrum;Freshwater;39,75;2,12
Gobiidae;Sicyopterus lagocephalus;Freshwater;38,85;2,12
Gobiidae;Sicyopterus longifilis;Freshwater;39,78;2,11
Gobiidae;Tridentiger bifasciatus;Marine;37,84;0,15
Gymnarchidae;Gymnarchus niloticus;Freshwater;38,25;3,59
Gyrinocheilidae;Gyrinocheilus aymonieri;Freshwater;39,19;2,40
Gyrinocheilidae;Gyrinocheilus pennocki;Freshwater;39,29;2,40
Haemulidae;Haemulon flavolineatum;Marine;36,41;0,21
Haemulidae;Haemulon steindachneri;Marine;36,30;0,16
Haemulidae;Pomadasys argenteus;Freshwater;36,99;1,70
Helostomatidae;Helostoma temminkii;Freshwater;40,89;2,20
Hemiramphidae;Hemirhamphodon pogonognathus;Freshwater;39,31;2,45
Hepsetidae;Hepsetus odoe;Freshwater;37,21;2,33
Heteropneustidae;Heteropneustes fossilis;Freshwater;40,32;0,17
Hiodontidae;Hiodon alosoides;Freshwater;32,78;3,58
Ictaluridae;Ameiurus brunneus;Freshwater;38,60;1,27
Ictaluridae;Ameiurus catus;Freshwater;35,83;0,17
Ictaluridae;Ameiurus melas;Freshwater;36,76;0,15
Ictaluridae;Ameiurus natalis;Freshwater;37,15;0,15
Ictaluridae;Ameiurus nebulosus;Freshwater;36,83;0,14
Ictaluridae;Ameiurus platycephalus;Freshwater;36,11;1,02
Ictaluridae;Ameiurus serracanthus;Freshwater;39,00;1,27
Ictaluridae;Ictalurus furcatus;Freshwater;38,04;1,73
Ictaluridae;Ictalurus lupus;Freshwater;36,34;1,73
Ictaluridae;Ictalurus punctatus;Freshwater;37,02;0,15
Ictaluridae;Noturus albater;Freshwater;38,86;1,53
Ictaluridae;Noturus baileyi;Freshwater;38,13;1,79
Ictaluridae;Noturus crypticus;Freshwater;37,25;2,02
Ictaluridae;Noturus elegans;Freshwater;38,07;2,02
Ictaluridae;Noturus eleutherus;Freshwater;37,91;2,16
Ictaluridae;Noturus exilis;Freshwater;35,93;0,16
Ictaluridae;Noturus flavater;Freshwater;38,79;2,16
Ictaluridae;Noturus flavipinnis;Freshwater;37,84;1,53
Ictaluridae;Noturus flavus;Freshwater;36,79;0,16
Ictaluridae;Noturus funebris;Freshwater;38,79;1,39
Ictaluridae;Noturus furiosus;Freshwater;38,92;2,16
Ictaluridae;Noturus gilberti;Freshwater;37,65;1,38
Ictaluridae;Noturus gladiator;Freshwater;38,01;2,49
Ictaluridae;Noturus gyrinus;Freshwater;39,06;0,16
Ictaluridae;Noturus hildebrandi;Freshwater;39,26;1,79
Ictaluridae;Noturus insignis;Freshwater;37,96;0,97
Ictaluridae;Noturus lachneri;Freshwater;40,81;0,56
Ictaluridae;Noturus leptacanthus;Freshwater;38,76;1,39
Ictaluridae;Noturus maydeni;Freshwater;38,54;1,53
Ictaluridae;Noturus miurus;Freshwater;37,99;1,79
Ictaluridae;Noturus munitus;Freshwater;39,38;2,38
Ictaluridae;Noturus nocturnus;Freshwater;39,41;1,14
Ictaluridae;Noturus phaeus;Freshwater;38,67;1,37
Ictaluridae;Noturus placidus;Freshwater;39,16;2,20
Ictaluridae;Noturus stanauli;Freshwater;38,41;1,79
Ictaluridae;Noturus stigmosus;Freshwater;36,69;2,49
Ictaluridae;Noturus taylori;Freshwater;40,32;1,39
Ictaluridae;Pylodictis olivaris;Freshwater;37,59;1,41
Indostomidae;Indostomus paradoxus;Freshwater;38,27;2,43
Istiophoridae;Istiompax indica;Marine;37,21;2,60
Istiophoridae;Istiophorus platypterus;Marine;37,10;2,71
Istiophoridae;Kajikia albida;Marine;37,04;2,60
Istiophoridae;Kajikia audax;Marine;37,39;2,60
Istiophoridae;Makaira nigricans;Marine;37,60;2,71
Istiophoridae;Tetrapturus angustirostris;Marine;37,80;2,30
Istiophoridae;Tetrapturus belone;Marine;36,91;2,37
Istiophoridae;Tetrapturus georgii;Marine;37,58;2,60
Istiophoridae;Tetrapturus pfluegeri;Marine;37,35;2,60
Kuhliidae;Kuhlia mugil;Freshwater;37,41;2,03
Kuhliidae;Kuhlia rupestris;Freshwater;38,18;2,02
Kyphosidae;Girella nigricans;Marine;33,46;0,15
Labridae;Achoerodus viridis;Marine;35,43;2,41
Labridae;Anampses caeruleopunctatus;Marine;38,32;2,14
Labridae;Anampses geographicus;Marine;37,73;2,19
Labridae;Anampses meleagrides;Marine;38,41;2,33
Labridae;Anampses neoguinaicus;Marine;38,21;2,40
Labridae;Anampses twistii;Marine;38,49;2,40
Labridae;Austrolabrus maculatus;Marine;34,79;2,63
Labridae;Bodianus mesothorax;Marine;38,41;2,78
Labridae;Bodianus rufus;Marine;38,69;2,49
Labridae;Bodianus scrofa;Marine;36,05;2,78
Labridae;Bolbometopon muricatum;Marine;38,58;3,20
Labridae;Calotomus carolinus;Marine;38,35;3,22
Labridae;Calotomus spinidens;Marine;38,58;3,22
Labridae;Centrolabrus caeruleus;Marine;34,66;1,43
Labridae;Centrolabrus exoletus;Marine;32,12;1,57
Labridae;Centrolabrus trutta;Marine;35,30;1,41
Labridae;Cetoscarus bicolor;Marine;39,34;3,20
Labridae;Cheilinus chlorourus;Marine;38,46;2,51
Labridae;Cheilinus fasciatus;Marine;38,58;2,70
Labridae;Cheilinus trilobatus;Marine;38,42;2,51
Labridae;Cheilio inermis;Marine;37,98;2,64
Labridae;Chlorurus bleekeri;Marine;38,55;3,20
Labridae;Chlorurus bowersi;Marine;38,55;3,20
Labridae;Chlorurus japanensis;Marine;38,65;3,20
Labridae;Chlorurus microrhinos;Marine;38,30;3,03
Labridae;Chlorurus oedema;Marine;38,25;3,03
Labridae;Chlorurus sordidus;Marine;38,57;3,20
Labridae;Choerodon anchorago;Marine;38,56;2,90
Labridae;Choerodon fasciatus;Marine;37,84;2,65
Labridae;Choerodon oligacanthus;Marine;38,75;2,90
Labridae;Cirrhilabrus lubbocki;Marine;38,20;2,40
Labridae;Clepticus parrae;Marine;38,66;2,65
Labridae;Coris aurilineata;Marine;36,88;2,05
Labridae;Coris aygula;Marine;37,73;2,64
Labridae;Coris dorsomacula;Marine;37,89;2,55
Labridae;Coris flavovittata;Marine;37,28;2,55
Labridae;Coris gaimard;Marine;38,12;2,55
Labridae;Coris julis;Marine;35,01;2,64
Labridae;Coris picta;Marine;35,53;2,64
Labridae;Coris pictoides;Marine;38,41;2,06
Labridae;Cryptotomus roseus;Marine;38,11;3,38
Labridae;Ctenolabrus rupestris;Marine;32,96;1,03
Labridae;Cymolutes praetextatus;Marine;38,37;2,72
Labridae;Cymolutes torquatus;Marine;38,33;2,72
Labridae;Decodon melasma;Marine;38,57;2,24
Labridae;Diproctacanthus xanthurus;Marine;38,23;2,29
Labridae;Epibulus brevis;Marine;38,46;2,93
Labridae;Epibulus insidiator;Marine;38,62;2,93
Labridae;Gomphosus caeruleus;Marine;38,32;3,08
Labridae;Gomphosus varius;Marine;38,26;3,08
Labridae;Haletta semifasciata;Marine;33,86;2,90
Labridae;Halichoeres argus;Marine;38,47;1,51
Labridae;Halichoeres bathyphilus;Marine;37,72;1,48
Labridae;Halichoeres binotopsis;Marine;38,76;0,16
Labridae;Halichoeres biocellatus;Marine;38,24;2,26
Labridae;Halichoeres bivittatus;Marine;37,98;2,05
Labridae;Halichoeres brasiliensis;Marine;37,04;2,05
Labridae;Halichoeres burekae;Marine;38,06;1,22
Labridae;Halichoeres chierchiae;Marine;37,40;2,00
Labridae;Halichoeres chloropterus;Marine;38,55;2,26
Labridae;Halichoeres chrysus;Marine;38,32;2,26
Labridae;Halichoeres cyanocephalus;Marine;37,96;1,99
Labridae;Halichoeres dispilus;Marine;36,46;0,17
Labridae;Halichoeres garnoti;Marine;37,97;2,10
Labridae;Halichoeres hartzfeldii;Marine;38,17;2,43
Labridae;Halichoeres hortulanus;Marine;38,53;1,93
Labridae;Halichoeres lapillus;Marine;38,10;2,35
Labridae;Halichoeres leucurus;Marine;38,66;1,51
Labridae;Halichoeres maculipinna;Marine;38,12;2,10
Labridae;Halichoeres margaritaceus;Marine;38,48;2,26
Labridae;Halichoeres melanotis;Marine;37,74;2,59
Labridae;Halichoeres melanurus;Marine;38,61;1,68
Labridae;Halichoeres melasmapomus;Marine;38,72;2,12
Labridae;Halichoeres miniatus;Marine;38,36;2,26
Labridae;Halichoeres nigrescens;Marine;38,69;0,16
Labridae;Halichoeres notospilus;Marine;37,74;2,00
Labridae;Halichoeres papilionaceus;Marine;38,72;1,68
Labridae;Halichoeres pictus;Marine;37,80;1,20
Labridae;Halichoeres podostigma;Marine;38,45;2,26
Labridae;Halichoeres poeyi;Marine;37,99;2,05
Labridae;Halichoeres prosopeion;Marine;38,31;1,93
Labridae;Halichoeres radiatus;Marine;37,91;2,05
Labridae;Halichoeres richmondi;Marine;38,52;1,81
Labridae;Halichoeres scapularis;Marine;38,38;2,23
Labridae;Halichoeres semicinctus;Marine;35,21;2,28
Labridae;Halichoeres socialis;Marine;38,21;1,22
Labridae;Halichoeres solorensis;Marine;38,48;2,07
Labridae;Halichoeres trimaculatus;Marine;38,15;2,23
Labridae;Hemigymnus fasciatus;Marine;37,93;2,42
Labridae;Hemigymnus melapterus;Marine;38,13;2,42
Labridae;Heteroscarus acroptilus;Marine;34,03;2,65
Labridae;Hipposcarus longiceps;Marine;38,47;2,92
Labridae;Hologymnosus annulatus;Marine;38,29;2,55
Labridae;Hologymnosus doliatus;Marine;38,34;2,55
Labridae;Iniistius aneitensis;Marine;38,31;2,64
Labridae;Labrichthys unilineatus;Marine;38,20;2,32
Labridae;Labroides bicolor;Marine;38,24;2,59
Labridae;Labroides dimidiatus;Marine;38,03;2,59
Labridae;Labrus bergylta;Marine;30,71;1,72
Labridae;Labrus mixtus;Marine;32,87;1,72
Labridae;Lachnolaimus maximus;Marine;38,85;2,35
Labridae;Lappanella fasciata;Marine;35,61;1,57
Labridae;Larabicus quadrilineatus;Marine;39,01;2,42
Labridae;Leptojulis cyanopleura;Marine;38,19;2,43
Labridae;Leptoscarus vaigiensis;Marine;38,42;3,20
Labridae;Macropharyngodon bipartitus;Marine;38,57;2,35
Labridae;Macropharyngodon choati;Marine;37,41;2,46
Labridae;Macropharyngodon cyanoguttatus;Marine;37,93;2,65
Labridae;Macropharyngodon geoffroy;Marine;37,08;2,24
Labridae;Macropharyngodon kuiteri;Marine;37,70;2,46
Labridae;Macropharyngodon meleagris;Marine;38,25;2,24
Labridae;Macropharyngodon negrosensis;Marine;38,45;2,46
Labridae;Macropharyngodon ornatus;Marine;38,52;2,65
Labridae;Malapterus reticulatus;Marine;34,06;2,23
Labridae;Nicholsina denticulata;Marine;36,85;3,38
Labridae;Notolabrus fucicola;Marine;32,24;2,88
Labridae;Notolabrus gymnogenis;Marine;35,46;2,40
Labridae;Notolabrus parilus;Marine;34,60;2,34
Labridae;Notolabrus tetricus;Marine;32,37;2,88
Labridae;Novaculichthys taeniourus;Marine;38,53;2,42
Labridae;Novaculoides macrolepidotus;Marine;38,16;2,34
Labridae;Odax cyanoallix;Marine;33,83;2,78
Labridae;Olisthops cyanomelas;Marine;33,98;2,90
Labridae;Ophthalmolepis lineolata;Marine;33,97;2,32
Labridae;Oxycheilinus bimaculatus;Marine;38,25;2,46
Labridae;Oxycheilinus celebicus;Marine;38,38;2,40
Labridae;Oxycheilinus digramma;Marine;38,26;2,46
Labridae;Oxycheilinus unifasciatus;Marine;38,20;2,46
Labridae;Oxyjulis californica;Marine;34,35;2,28
Labridae;Pictilabrus laticlavius;Marine;33,33;2,63
Labridae;Pseudocheilinus octotaenia;Marine;38,49;2,40
Labridae;Pseudocoris heteroptera;Marine;37,97;2,64
Labridae;Pseudocoris yamashiroi;Marine;38,20;2,64
Labridae;Pseudodax moluccanus;Marine;38,73;2,41
Labridae;Pseudojuloides atavai;Marine;37,95;2,34
Labridae;Pseudojuloides cerasinus;Marine;37,94;2,34
Labridae;Pseudolabrus gayi;Marine;33,73;2,37
Labridae;Pteragogus cryptus;Marine;38,45;2,40
Labridae;Pteragogus enneacanthus;Marine;38,34;2,40
Labridae;Scarus altipinnis;Marine;38,68;3,20
Labridae;Scarus chameleon;Marine;38,10;2,51
Labridae;Scarus coelestinus;Marine;38,65;2,89
Labridae;Scarus festivus;Marine;38,66;2,51
Labridae;Scarus flavipectoralis;Marine;38,46;2,92
Labridae;Scarus forsteni;Marine;38,61;3,20
Labridae;Scarus frenatus;Marine;38,59;2,89
Labridae;Scarus ghobban;Marine;38,32;2,77
Labridae;Scarus globiceps;Marine;38,49;2,41
Labridae;Scarus hypselopterus;Marine;38,66;2,92
Labridae;Scarus iseri;Marine;38,44;2,89
Labridae;Scarus niger;Marine;38,40;3,21
Labridae;Scarus oviceps;Marine;38,33;2,41
Labridae;Scarus prasiognathos;Marine;38,64;3,20
Labridae;Scarus psittacus;Marine;38,38;2,63
Labridae;Scarus quoyi;Marine;38,55;2,41
Labridae;Scarus rubroviolaceus;Marine;38,52;2,92
Labridae;Scarus schlegeli;Marine;38,25;2,89
Labridae;Scarus taeniopterus;Marine;38,22;2,77
Labridae;Scarus tricolor;Marine;38,35;3,21
Labridae;Siphonognathus argyrophanes;Marine;33,95;2,90
Labridae;Sparisoma atomarium;Marine;38,46;3,68
Labridae;Sparisoma axillare;Marine;37,94;3,58
Labridae;Sparisoma chrysopterum;Marine;38,44;3,68
Labridae;Sparisoma cretense;Marine;36,14;3,58
Labridae;Sparisoma frondosum;Marine;37,89;3,58
Labridae;Sparisoma radians;Marine;38,38;3,58
Labridae;Sparisoma rubripinne;Marine;38,31;3,58
Labridae;Sparisoma strigatum;Marine;37,03;3,58
Labridae;Sparisoma tuiupiranga;Marine;37,28;3,68
Labridae;Sparisoma viride;Marine;38,49;3,68
Labridae;Stethojulis albovittata;Marine;38,42;2,65
Labridae;Stethojulis balteata;Marine;37,05;2,59
Labridae;Stethojulis bandanensis;Marine;38,29;2,65
Labridae;Suezichthys gracilis;Marine;37,80;2,29
Labridae;Symphodus bailloni;Marine;34,56;1,18
Labridae;Symphodus cinereus;Marine;35,93;1,18
Labridae;Symphodus doderleini;Marine;36,21;1,18
Labridae;Symphodus mediterraneus;Marine;35,77;1,18
Labridae;Symphodus melanocercus;Marine;33,67;1,57
Labridae;Symphodus melops;Marine;33,95;1,18
Labridae;Symphodus ocellatus;Marine;36,09;0,16
Labridae;Symphodus roissali;Marine;35,55;1,41
Labridae;Symphodus tinca;Marine;35,87;1,18
Labridae;Tautoga onitis;Marine;33,83;1,44
Labridae;Tautogolabrus adspersus;Marine;29,28;0,16
Labridae;Thalassoma amblycephalum;Marine;38,05;2,93
Labridae;Thalassoma ascensionis;Marine;37,59;3,08
Labridae;Thalassoma ballieui;Marine;37,23;2,65
Labridae;Thalassoma bifasciatum;Marine;38,51;3,14
Labridae;Thalassoma duperrey;Marine;37,23;3,55
Labridae;Thalassoma genivittatum;Marine;37,65;3,47
Labridae;Thalassoma hardwicke;Marine;38,26;3,48
Labridae;Thalassoma hebraicum;Marine;38,14;3,55
Labridae;Thalassoma jansenii;Marine;38,13;3,39
Labridae;Thalassoma loxum;Marine;38,26;3,08
Labridae;Thalassoma lunare;Marine;38,28;3,15
Labridae;Thalassoma lutescens;Marine;37,98;3,39
Labridae;Thalassoma newtoni;Marine;37,89;2,94
Labridae;Thalassoma noronhanum;Marine;37,69;3,14
Labridae;Thalassoma pavo;Marine;35,80;3,07
Labridae;Thalassoma purpureum;Marine;38,00;3,08
Labridae;Thalassoma quinquevittatum;Marine;38,05;3,47
Labridae;Thalassoma robertsoni;Marine;38,40;2,82
Labridae;Thalassoma trilobatum;Marine;38,02;3,14
Labridae;Wetmorella nigropinnata;Marine;38,43;2,76
Labridae;Xiphocheilus typus;Marine;38,96;2,78
Labridae;Xyrichtys martinicensis;Marine;38,21;2,64
Labridae;Xyrichtys novacula;Marine;37,27;2,64
Labridae;Xyrichtys splendens;Marine;38,48;2,38
Latidae;Lates niloticus;Freshwater;40,00;1,99
Leiognathidae;Aurigequula fasciata;Freshwater;37,00;2,51
Leiognathidae;Eubleekeria splendens;Freshwater;37,90;2,51
Leiognathidae;Gazza minuta;Freshwater;38,14;2,51
Leiognathidae;Leiognathus equulus;Freshwater;37,68;2,51
Lepisosteidae;Lepisosteus osseus;Freshwater;35,98;4,22
Lepisosteidae;Lepisosteus platostomus;Freshwater;36,10;4,20
Lepisosteidae;Lepisosteus platyrhincus;Freshwater;38,11;4,22
Lotidae;Lota lota;Freshwater;28,99;0,15
Lutjanidae;Lutjanus apodus;Marine;39,95;0,24
Lutjanidae;Lutjanus malabaricus;Marine;38,08;0,16
Lutjanidae;Lutjanus vitta;Marine;38,17;0,16
Lutjanidae;Ocyurus chrysurus;Marine;36,39;0,16
Malapteruridae;Malapterurus beninensis;Freshwater;39,83;2,11
Malapteruridae;Malapterurus electricus;Freshwater;39,60;2,12
Mastacembelidae;Macrognathus zebrinus;Freshwater;39,56;2,43
Mastacembelidae;Mastacembelus albomaculatus;Freshwater;37,53;3,18
Mastacembelidae;Mastacembelus armatus;Freshwater;39,41;2,83
Mastacembelidae;Mastacembelus brachyrhinus;Freshwater;38,98;2,83
Mastacembelidae;Mastacembelus congicus;Freshwater;38,42;2,83
Mastacembelidae;Mastacembelus cryptacanthus;Freshwater;39,48;2,93
Mastacembelidae;Mastacembelus cunningtoni;Freshwater;37,60;3,20
Mastacembelidae;Mastacembelus ellipsifer;Freshwater;37,61;3,54
Mastacembelidae;Mastacembelus erythrotaenia;Freshwater;39,48;2,83
Mastacembelidae;Mastacembelus flavidus;Freshwater;37,69;3,40
Mastacembelidae;Mastacembelus frenatus;Freshwater;37,62;3,17
Mastacembelidae;Mastacembelus mastacembelus;Freshwater;38,52;2,72
Mastacembelidae;Mastacembelus micropectus;Freshwater;37,69;3,40
Mastacembelidae;Mastacembelus moorii;Freshwater;37,62;3,20
Mastacembelidae;Mastacembelus ophidium;Freshwater;37,59;3,20
Mastacembelidae;Mastacembelus plagiostomus;Freshwater;37,83;3,63
Mastacembelidae;Mastacembelus platysoma;Freshwater;37,79;3,40
Mastacembelidae;Mastacembelus shiranus;Freshwater;38,47;3,06
Mastacembelidae;Mastacembelus taiaensis;Freshwater;39,54;2,83
Mastacembelidae;Mastacembelus tanganicae;Freshwater;37,52;3,18
Mastacembelidae;Mastacembelus vanderwaali;Freshwater;37,91;3,18
Mastacembelidae;Mastacembelus zebratus;Freshwater;37,79;3,63
Megalopidae;Megalops atlanticus;Marine;38,00;2,99
Megalopidae;Megalops cyprinoides;Freshwater;38,10;2,99
Melanotaeniidae;Melanotaenia duboulayi;Freshwater;39,01;0,15
Melanotaeniidae;Melanotaenia splendida splendida;Freshwater;39,90;0,15
Mochokidae;Atopochilus savorgnani;Freshwater;39,40;2,19
Mochokidae;Chiloglanis asymetricaudalis;Freshwater;36,16;2,11
Mochokidae;Synodontis afrofischeri;Freshwater;37,25;2,93
Mochokidae;Synodontis angelicus;Freshwater;39,15;3,17
Mochokidae;Synodontis batensoda;Freshwater;40,15;2,70
Mochokidae;Synodontis batesii;Freshwater;39,32;2,85
Mochokidae;Synodontis brichardi;Freshwater;39,00;3,41
Mochokidae;Synodontis budgetti;Freshwater;40,32;2,98
Mochokidae;Synodontis clarias;Freshwater;40,14;2,54
Mochokidae;Synodontis congicus;Freshwater;39,27;3,30
Mochokidae;Synodontis contractus;Freshwater;39,18;2,98
Mochokidae;Synodontis courteti;Freshwater;40,46;2,85
Mochokidae;Synodontis decorus;Freshwater;39,08;3,17
Mochokidae;Synodontis dhonti;Freshwater;37,99;3,17
Mochokidae;Synodontis filamentosus;Freshwater;40,14;2,70
Mochokidae;Synodontis frontosus;Freshwater;39,35;3,03
Mochokidae;Synodontis granulosus;Freshwater;37,93;2,98
Mochokidae;Synodontis greshoffi;Freshwater;38,90;2,98
Mochokidae;Synodontis katangae;Freshwater;37,98;3,41
Mochokidae;Synodontis leopardinus;Freshwater;37,88;3,52
Mochokidae;Synodontis macrostigma;Freshwater;37,65;3,57
Mochokidae;Synodontis membranaceus;Freshwater;40,15;2,70
Mochokidae;Synodontis multipunctatus;Freshwater;38,09;2,98
Mochokidae;Synodontis nebulosus;Freshwater;38,84;3,57
Mochokidae;Synodontis nigrita;Freshwater;39,95;2,98
Mochokidae;Synodontis nigriventris;Freshwater;39,24;2,98
Mochokidae;Synodontis nigromaculatus;Freshwater;38,08;2,98
Mochokidae;Synodontis njassae;Freshwater;38,83;2,93
Mochokidae;Synodontis ocellifer;Freshwater;40,48;2,85
Mochokidae;Synodontis petricola;Freshwater;38,08;3,30
Mochokidae;Synodontis pleurops;Freshwater;39,10;3,30
Mochokidae;Synodontis polli;Freshwater;38,02;3,30
Mochokidae;Synodontis punctulatus;Freshwater;38,84;3,03
Mochokidae;Synodontis rebeli;Freshwater;38,71;2,98
Mochokidae;Synodontis schall;Freshwater;40,24;2,98
Mochokidae;Synodontis serratus;Freshwater;40,01;2,93
Mochokidae;Synodontis soloni;Freshwater;39,21;3,41
Mochokidae;Synodontis sorex;Freshwater;40,23;2,54
Mochokidae;Synodontis steindachneri;Freshwater;39,09;2,98
Mochokidae;Synodontis tanganyicae;Freshwater;38,17;3,03
Mochokidae;Synodontis thamalakanensis;Freshwater;37,10;3,58
Mochokidae;Synodontis thysi;Freshwater;39,70;2,93
Mochokidae;Synodontis unicolor;Freshwater;38,08;2,98
Mochokidae;Synodontis vanderwaali;Freshwater;37,11;3,58
Mochokidae;Synodontis victoriae;Freshwater;37,32;2,98
Mochokidae;Synodontis violaceus;Freshwater;40,28;2,93
Mochokidae;Synodontis waterloti;Freshwater;39,70;2,98
Mochokidae;Synodontis woosnami;Freshwater;37,73;3,57
Mochokidae;Synodontis zambezensis;Freshwater;38,46;2,98
Monacanthidae;Monacanthus chinensis;Marine;35,87;0,16
Mormyridae;Boulengeromyrus knoepffleri;Freshwater;37,46;4,26
Mormyridae;Brevimyrus niger;Freshwater;38,62;4,08
Mormyridae;Brienomyrus brachyistius;Freshwater;38,34;4,15
Mormyridae;Campylomormyrus curvirostris;Freshwater;37,34;4,64
Mormyridae;Campylomormyrus elephas;Freshwater;37,47;4,60
Mormyridae;Campylomormyrus numenius;Freshwater;37,22;4,64
Mormyridae;Campylomormyrus rhynchophorus;Freshwater;37,20;4,64
Mormyridae;Campylomormyrus tamandua;Freshwater;37,78;4,68
Mormyridae;Campylomormyrus tshokwe;Freshwater;37,26;4,68
Mormyridae;Cyphomyrus discorhynchus;Freshwater;37,00;4,49
