metric,edges,predators,prey,obs_mean_absdiff,null_mean,null_sd,z,p_one_sided,median_recorded_prey_coverage
ltmax,123,19,42,3.7357918910358006,4.341671150588354,0.2157446181632309,-2.8083169105713193,0.001,0.0227057710501419
