metric,edges,predators,prey,obs_mean_absdiff,null_mean,null_sd,z,p_one_sided,median_recorded_prey_coverage
lt50,209,40,75,7.372378774670537,9.288801125488293,0.38485600713504237,-4.97958279275423,0.0,0.04148936170212765
